oa_code,All people aged 16 and over,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership
S00133145,102,27,58,-,1,8,8
S00133146,75,21,40,-,-,5,9
S00133147,87,20,37,-,1,14,15
S00133148,71,23,32,-,4,2,10
S00133149,69,6,52,-,1,8,2
S00133150,75,10,60,-,1,2,2
S00133151,125,35,75,-,4,5,6
S00133152,88,23,56,-,1,2,6
S00133153,155,32,114,-,4,1,4
S00133154,139,26,93,-,4,5,11
S00133155,127,23,93,-,4,2,5
S00133156,83,17,56,-,2,2,6
S00133157,89,36,32,-,3,12,6
S00133158,84,20,56,-,-,4,4
S00133159,54,22,13,-,1,10,8
S00133160,54,15,24,-,2,8,5
S00133161,110,28,31,-,12,10,29
S00133162,46,9,24,-,2,4,7
S00133163,90,29,40,-,6,9,6
S00133164,108,27,52,-,6,9,14
S00133165,81,31,36,-,1,9,4
S00133166,116,45,42,-,5,8,16
S00133167,77,26,35,-,3,7,6
S00133168,77,30,26,-,3,11,7
S00133169,116,37,49,-,6,12,12
S00133170,72,27,22,-,2,10,11
S00133171,76,17,38,-,4,8,9
S00133172,73,30,28,-,3,6,6
S00133173,95,37,23,-,8,13,14
S00133174,120,36,60,-,1,11,12
S00133175,75,21,28,-,2,9,15
S00133176,100,38,36,1,5,11,9
S00133177,81,32,28,-,3,9,9
S00133178,88,20,43,-,4,10,11
S00133179,76,33,13,-,4,24,2
S00133180,88,24,37,-,6,12,9
S00133181,76,32,29,-,1,7,7
S00133182,87,33,31,-,6,13,4
S00133183,119,52,42,-,2,13,10
S00133184,142,37,86,-,3,7,9
S00133185,82,70,9,-,2,1,-
S00133186,94,84,6,-,1,2,1
S00133187,152,128,12,-,2,8,2
S00133188,75,54,8,-,2,8,3
S00133189,57,36,8,-,1,9,3
S00133190,79,53,14,1,3,5,3
S00133191,89,61,16,-,3,8,1
S00133192,86,37,18,-,7,12,12
S00133193,70,38,15,-,5,11,1
S00133194,155,98,31,-,6,9,11
S00133195,91,76,8,-,2,4,1
S00133196,96,70,16,-,5,4,1
S00133197,99,85,7,-,-,6,1
S00133198,167,128,29,-,2,2,6
S00133199,99,71,12,-,2,12,2
S00133200,119,100,8,-,1,4,6
S00133201,173,148,12,-,4,6,3
S00133202,98,80,8,-,1,8,1
S00133203,156,130,17,-,3,4,2
S00133204,103,33,46,-,6,9,9
S00133205,87,34,28,-,5,16,4
S00133206,105,37,38,-,8,15,7
S00133207,77,33,32,-,1,4,7
S00133208,61,22,21,-,2,3,13
S00133209,89,49,27,-,2,10,1
S00133210,97,66,26,-,2,3,-
S00133211,100,57,16,-,8,14,5
S00133212,120,90,17,1,8,2,2
S00133213,121,53,43,-,9,9,7
S00133214,111,65,20,-,8,11,7
S00133215,100,36,36,-,3,14,11
S00133216,51,20,18,-,1,4,8
S00133217,63,29,16,-,6,8,4
S00133218,78,22,34,-,1,9,12
S00133219,80,35,20,-,2,15,8
S00133220,80,23,21,-,4,18,14
S00133221,67,34,14,-,5,8,6
S00133222,75,29,21,-,4,8,13
S00133223,107,63,20,-,9,10,5
S00133224,100,89,9,-,-,2,-
S00133225,109,30,72,-,-,4,3
S00133226,85,36,38,-,1,6,4
S00133227,90,26,47,-,3,5,9
S00133228,102,21,65,-,4,3,9
S00133229,100,32,50,-,2,4,12
S00133230,112,65,26,-,2,7,12
S00133231,86,40,37,-,3,2,4
S00133232,82,48,24,-,2,3,5
S00133233,142,22,101,-,3,6,10
S00133234,112,19,73,-,1,4,15
S00133235,93,9,76,-,1,2,5
S00133236,85,17,53,-,1,5,9
S00133237,107,16,70,-,-,9,12
S00133238,86,17,59,-,1,3,6
S00133239,76,15,38,-,1,4,18
S00133240,87,14,60,-,1,2,10
S00133241,56,11,40,-,1,4,-
S00133242,80,17,42,-,2,7,12
S00133243,69,25,33,-,1,3,7
S00133244,120,44,64,-,1,4,7
S00133245,130,23,88,-,2,5,12
S00133246,141,56,49,-,2,10,24
S00133247,96,38,33,-,-,8,17
S00133248,101,21,67,-,3,1,9
S00133249,81,31,29,-,2,10,9
S00133250,43,9,27,2,1,1,3
S00133251,111,15,78,-,3,9,6
S00133252,104,21,69,-,1,8,5
S00133253,99,24,58,-,-,7,10
S00133254,156,117,18,2,8,5,6
S00133255,138,116,11,-,1,8,2
S00133256,86,18,54,-,2,5,7
S00133257,77,17,48,-,1,3,8
S00133258,47,10,28,-,-,3,6
S00133259,41,7,26,-,-,2,6
S00133260,135,37,81,1,3,9,4
S00133261,113,52,28,-,6,21,6
S00133262,49,23,19,-,2,3,2
S00133263,54,23,16,-,1,7,7
S00133264,85,36,26,-,6,9,8
S00133265,123,38,51,-,6,12,16
S00133266,120,25,70,-,5,10,10
S00133267,88,49,22,-,4,10,3
S00133268,116,53,33,2,7,15,6
S00133269,95,41,32,-,2,13,7
S00133270,68,30,23,2,4,4,5
S00133271,110,29,59,-,1,9,12
S00133272,98,21,54,2,3,6,12
S00133273,140,28,89,-,2,9,12
S00133274,131,33,71,-,6,4,17
S00133275,130,31,84,-,1,8,6
S00133276,136,25,93,-,2,5,11
S00133277,59,14,39,-,1,1,4
S00133278,115,56,46,2,2,5,4
S00133279,146,57,72,-,3,11,3
S00133280,108,22,73,-,1,5,7
S00133281,80,16,46,-,3,9,6
S00133282,90,20,38,-,2,9,21
S00133283,85,21,37,-,4,6,17
S00133284,137,60,53,-,1,16,7
S00133285,85,37,42,-,-,4,2
S00133286,130,47,60,-,3,10,10
S00133287,123,47,50,-,3,13,10
S00133288,89,45,30,-,3,5,6
S00133289,101,37,41,-,4,11,8
S00133290,140,52,60,-,8,15,5
S00133291,152,65,58,-,5,11,13
S00133292,78,29,30,-,4,8,7
S00133293,82,44,19,-,3,13,3
S00133294,79,31,24,-,3,11,10
S00133295,121,32,54,-,8,11,16
S00133296,120,35,58,-,2,14,11
S00133297,98,36,44,-,3,10,5
S00133298,99,32,44,-,5,12,6
S00133299,90,42,31,-,5,7,5
S00133300,85,30,38,-,3,7,7
S00133301,93,28,51,-,2,7,5
S00133302,98,35,42,-,1,11,9
S00133303,57,15,28,-,3,2,9
S00133304,123,38,53,-,2,17,13
S00133305,84,20,47,-,1,6,10
S00133306,118,45,36,-,7,15,15
S00133307,43,5,34,-,1,1,2
S00133308,117,19,76,-,6,6,10
S00133309,134,42,63,-,2,14,13
S00133310,80,17,48,-,2,8,5
S00133311,109,26,76,-,1,-,6
S00133312,116,18,88,-,3,4,3
S00133313,125,18,90,-,-,4,13
S00133314,135,24,84,-,9,12,6
S00133315,108,32,62,-,2,7,5
S00133316,57,7,42,-,-,2,6
S00133317,78,21,35,-,3,11,8
S00133318,78,27,40,-,4,2,5
S00133319,152,29,104,-,3,9,7
S00133320,141,20,108,-,1,7,5
S00133321,116,24,75,-,1,12,4
S00133322,85,15,54,-,4,6,6
S00133323,145,26,106,-,1,7,5
S00133324,93,17,66,-,3,3,4
S00133325,107,31,56,-,3,11,6
S00133326,76,11,51,-,1,3,10
S00133327,135,49,60,-,2,15,9
S00133328,104,40,40,-,1,13,10
S00133329,114,33,34,-,5,17,25
S00133330,76,33,22,-,5,9,7
S00133331,69,26,26,-,8,3,6
S00133332,87,14,65,-,2,4,2
S00133333,102,22,59,-,3,9,9
S00133334,56,11,38,-,2,3,2
S00133335,45,8,22,-,-,7,8
S00133336,72,28,32,-,1,4,7
S00133337,98,17,70,-,1,7,3
S00133338,71,31,25,-,1,8,6
S00133339,101,15,71,-,1,9,5
S00133340,78,10,50,-,5,5,8
S00133341,129,23,86,-,4,3,13
S00133342,99,18,70,-,1,2,8
S00133343,95,16,67,-,3,6,3
S00133344,99,14,75,-,3,3,4
S00133345,121,28,64,-,5,12,12
S00133346,84,18,54,-,1,4,7
S00133347,180,38,128,-,9,4,1
S00133348,144,33,85,-,1,14,11
S00133349,130,14,94,-,1,4,17
S00133350,147,22,106,-,1,8,10
S00133351,64,31,26,-,1,3,3
S00133352,117,19,82,2,3,6,5
S00133353,73,18,38,-,3,3,11
S00133354,125,43,65,-,3,10,4
S00133355,153,33,68,-,4,13,35
S00133356,113,14,87,-,2,5,5
S00133357,111,14,90,-,-,2,5
S00133358,105,16,62,2,3,8,14
S00133359,105,12,87,-,1,4,1
S00133360,45,15,14,-,2,9,5
S00133361,91,27,46,-,2,9,7
S00133362,133,90,34,-,1,7,1
S00133363,136,50,58,-,1,12,15
S00133364,58,13,34,-,2,7,2
S00133365,85,29,44,-,3,6,3
S00133366,134,45,67,-,3,6,13
S00133367,105,30,53,-,7,3,12
S00133368,122,16,99,-,1,3,3
S00133369,92,11,66,2,2,6,5
S00133370,108,17,76,-,3,2,10
S00133371,141,48,73,-,4,8,8
S00133372,80,29,31,-,3,9,8
S00133373,135,38,76,-,2,10,9
S00133374,117,19,89,-,-,3,6
S00133375,118,48,36,-,10,16,8
S00133376,120,36,61,-,2,10,11
S00133377,64,11,44,-,2,4,3
S00133378,105,15,74,-,-,8,8
S00133379,125,28,78,1,1,8,9
S00133380,152,34,96,-,2,4,16
S00133381,127,35,66,-,1,13,12
S00133382,88,20,35,-,5,10,18
S00133383,62,22,22,-,5,8,5
S00133384,125,45,64,-,1,8,7
S00133385,172,49,72,2,3,17,29
S00133386,93,37,33,-,4,10,9
S00133387,81,28,34,-,2,8,9
S00133388,126,30,67,-,1,9,19
S00133389,142,28,97,-,-,6,11
S00133390,84,17,44,-,-,10,13
S00133391,106,35,46,-,3,12,10
S00133392,77,22,46,-,1,4,4
S00133393,128,38,81,-,3,5,1
S00133394,69,27,35,-,-,6,1
S00133395,78,25,41,1,5,5,1
S00133396,64,21,31,-,2,7,3
S00133397,78,22,43,-,-,8,5
S00133398,64,20,34,-,3,3,4
S00133399,49,11,32,-,-,4,2
S00133400,79,18,56,-,-,1,4
S00133401,72,15,45,-,-,10,2
S00133402,74,21,43,-,2,6,2
S00133403,52,14,26,2,3,7,-
S00133404,125,20,92,-,4,2,7
S00133405,143,32,91,-,3,11,6
S00133406,101,22,64,-,4,7,4
S00133407,135,39,64,-,8,14,10
S00133408,44,6,34,-,1,-,3
S00133409,66,20,34,-,3,5,4
S00133410,53,6,41,-,1,2,3
S00133411,121,27,82,2,1,5,4
S00133412,68,15,43,2,1,2,5
S00133413,71,19,44,-,6,1,1
S00133414,103,39,44,-,2,10,8
S00133415,85,27,38,-,3,11,6
S00133416,71,16,40,-,6,6,3
S00133417,66,14,40,-,3,3,6
S00133418,83,14,46,-,-,4,19
S00133419,51,11,28,-,1,5,6
S00133420,100,36,43,-,7,9,5
S00133421,98,36,43,-,4,10,5
S00133422,58,9,40,-,4,2,3
S00133423,69,16,49,-,1,3,-
S00133424,100,65,20,-,1,14,-
S00133425,139,37,79,-,6,10,7
S00133426,121,44,61,-,3,9,4
S00133427,63,20,28,-,6,4,5
S00133428,65,17,44,-,-,4,-
S00133429,58,7,46,-,2,-,3
S00133430,72,22,32,-,5,10,3
S00133431,67,18,25,-,7,5,12
S00133432,89,33,32,1,6,8,9
S00133433,106,27,67,-,2,6,4
S00133434,86,17,48,-,2,11,8
S00133435,84,37,31,2,1,8,5
S00133436,160,26,118,-,-,6,10
S00133437,90,32,37,-,3,6,12
S00133438,110,28,66,-,4,7,5
S00133439,109,27,54,2,2,10,14
S00133440,50,29,12,-,4,2,3
S00133441,108,41,45,-,8,10,4
S00133442,66,18,33,-,1,5,9
S00133443,90,23,54,-,2,7,4
S00133444,166,38,84,-,5,11,28
S00133445,57,13,39,-,2,1,2
S00133446,112,43,22,-,-,15,32
S00133447,75,38,16,-,7,8,6
S00133448,69,38,17,-,5,3,6
S00133449,57,10,24,-,5,7,11
S00133450,72,40,20,-,-,6,6
S00133451,88,19,58,-,1,5,5
S00133452,123,24,83,-,4,7,5
S00133453,47,6,30,-,-,7,4
S00133454,54,17,28,-,1,5,3
S00133455,59,21,25,-,5,5,3
S00133456,115,28,62,2,3,10,10
S00133457,54,21,24,-,1,8,-
S00133458,78,19,38,-,3,10,8
S00133459,187,40,144,-,1,2,-
S00133460,64,23,25,-,-,11,5
S00133461,99,15,70,-,1,3,10
S00133462,63,19,28,-,2,11,3
S00133463,108,28,62,-,3,8,7
S00133464,64,12,43,-,-,6,3
S00133465,127,37,67,1,5,10,7
S00133466,63,18,30,-,2,8,5
S00133467,81,28,41,-,-,9,3
S00133468,76,30,30,-,4,6,6
S00133469,111,51,44,-,1,8,7
S00133470,56,22,24,-,2,6,2
S00133471,102,33,61,-,2,3,3
S00133472,119,40,55,-,3,8,13
S00133473,74,31,39,-,1,-,3
S00133474,111,34,67,-,2,3,5
S00133475,67,57,8,-,1,-,1
S00133476,130,105,11,-,5,8,1
S00133477,78,39,11,-,4,6,18
S00133478,74,36,18,3,4,7,6
S00133479,101,35,57,-,3,3,3
S00133480,123,16,81,-,3,9,14
S00133481,49,9,31,-,1,5,3
S00133482,98,23,67,-,1,3,4
S00133483,72,19,36,-,7,5,5
S00133484,82,14,59,-,-,3,6
S00133485,145,40,83,-,1,8,13
S00133486,134,59,51,-,7,14,3
S00133487,97,35,51,-,2,8,1
S00133488,58,10,42,-,1,3,2
S00133489,83,9,72,-,-,1,1
S00133490,99,18,76,-,-,4,1
S00133491,130,18,111,-,-,1,-
S00133492,62,10,48,-,1,2,1
S00133493,51,8,37,-,-,4,2
S00133494,125,19,99,-,1,5,1
S00133495,100,10,89,-,1,-,-
S00133496,85,15,61,-,2,5,2
S00133497,59,20,28,-,3,5,3
S00133498,84,37,28,-,6,8,5
S00133499,74,29,30,-,2,8,5
S00133500,109,24,70,-,4,7,4
S00133501,90,18,55,-,6,7,4
S00133502,111,21,74,1,3,6,6
S00133503,81,21,37,-,5,14,4
S00133504,74,11,52,-,1,6,4
S00133505,121,55,51,-,1,8,6
S00133506,52,14,35,-,-,2,1
S00133507,83,19,57,-,1,1,5
S00133508,97,21,66,-,1,6,3
S00133509,99,30,55,-,2,7,5
S00133510,82,19,52,-,3,3,5
S00133511,66,12,28,-,4,6,16
S00133512,55,19,23,-,2,9,2
S00133513,141,55,50,-,9,17,10
S00133514,69,20,44,-,-,2,3
S00133515,74,20,20,-,7,9,18
S00133516,48,18,16,-,4,2,8
S00133517,140,47,76,-,2,10,5
S00133518,104,33,48,-,2,9,12
S00133519,130,45,71,-,1,7,6
S00133520,46,12,26,-,2,1,5
S00133521,99,24,65,-,1,8,1
S00133522,94,33,58,-,1,1,1
S00133523,108,31,58,-,5,12,2
S00133524,167,42,104,-,5,11,5
S00133525,54,14,28,-,-,6,6
S00133526,212,167,28,-,1,10,6
S00133527,48,27,12,-,1,3,5
S00133528,84,12,64,-,2,4,2
S00133529,92,51,39,-,-,-,2
S00133530,96,30,46,-,3,10,7
S00133531,52,14,28,-,4,5,1
S00133532,68,18,34,-,3,9,4
S00133533,85,40,28,-,4,8,5
S00133534,70,25,30,-,7,8,-
S00133535,87,31,38,-,2,7,9
S00133536,103,45,36,-,4,12,6
S00133537,71,35,22,-,5,5,4
S00133538,90,19,50,-,2,13,6
S00133539,59,9,19,-,-,6,25
S00133540,64,11,45,-,-,5,3
S00133541,107,35,62,-,4,5,1
S00133542,128,19,96,-,2,8,3
S00133543,107,49,35,-,7,7,9
S00133544,61,23,22,-,2,5,9
S00133545,56,24,24,-,1,2,5
S00133546,94,14,70,-,1,1,8
S00133547,122,32,72,-,2,10,6
S00133548,105,22,74,-,-,5,4
S00133549,72,21,47,-,1,2,1
S00133550,105,27,68,-,-,8,2
S00133551,106,29,62,-,7,6,2
S00133552,62,46,8,-,1,7,-
S00133553,123,101,11,-,3,7,1
S00133554,112,91,13,-,2,5,1
S00133555,49,34,11,-,-,4,-
S00133556,99,70,9,-,3,15,2
S00133557,135,75,41,-,4,8,7
S00133558,121,67,33,1,2,15,3
S00133559,255,239,12,-,2,2,-
S00133560,55,50,1,-,1,3,-
S00133561,77,60,12,-,1,1,3
S00133562,116,87,15,-,5,3,6
S00133563,82,63,14,-,2,1,2
S00133564,111,46,24,-,6,20,15
S00133565,67,27,28,-,5,4,3
S00133566,119,55,42,2,2,13,5
S00133567,52,23,6,-,2,16,5
S00133568,75,46,15,-,2,10,2
S00133569,118,90,18,-,2,7,1
S00133570,91,62,19,-,3,5,2
S00133571,77,33,29,-,-,7,8
S00133572,99,24,38,-,4,5,28
S00133573,97,21,56,-,2,6,12
S00133574,122,26,66,-,3,8,19
S00133575,167,53,62,-,-,4,48
S00133576,64,13,43,-,2,3,3
S00133577,75,29,11,-,5,13,17
S00133578,112,85,16,-,2,7,2
S00133579,93,71,14,-,-,7,1
S00133580,382,321,51,-,2,7,1
S00133581,149,75,57,-,4,8,5
S00133582,121,42,49,-,6,12,12
S00133583,72,19,38,-,2,4,9
S00133584,69,22,34,-,2,6,5
S00133585,127,28,82,-,5,6,6
S00133586,90,20,65,-,1,1,3
S00133587,86,40,25,-,3,14,4
S00133588,131,40,67,-,6,13,5
S00133589,337,243,36,-,17,24,17
S00133590,128,37,84,-,2,4,1
S00133591,184,37,92,-,5,7,43
S00133592,130,44,70,-,3,9,4
S00133593,51,12,24,-,-,10,5
S00133594,74,33,29,-,2,2,8
S00133595,81,35,32,-,3,9,2
S00133596,102,28,60,-,1,10,3
S00133597,80,44,20,-,3,11,2
S00133598,163,48,96,-,5,9,5
S00133599,93,35,42,2,5,7,2
S00133600,122,21,90,-,1,3,7
S00133601,99,27,40,2,8,12,10
S00133602,56,26,18,-,2,4,6
S00133603,76,8,16,-,3,6,43
S00133604,82,26,46,-,1,5,4
S00133605,107,26,54,-,3,12,12
S00133606,54,18,24,-,1,6,5
S00133607,82,17,30,-,3,9,23
S00133608,177,30,127,-,4,10,6
S00133609,68,13,52,-,-,2,1
S00133610,140,24,106,-,1,4,5
S00133611,121,25,80,-,2,5,9
S00133612,101,31,48,-,4,7,11
S00133613,70,13,52,-,-,1,4
S00133614,84,29,47,-,2,4,2
S00133615,74,23,30,-,3,14,4
S00133616,65,26,15,-,2,17,5
S00133617,110,37,42,-,9,16,6
S00133618,74,11,50,-,-,2,11
S00133619,77,28,28,-,6,10,5
S00133620,81,21,40,-,4,8,8
S00133621,105,30,44,-,5,10,16
S00133622,49,18,24,-,2,2,3
S00133623,118,18,75,-,2,6,17
S00133624,128,28,72,-,7,13,8
S00133625,100,18,61,-,7,6,8
S00133626,69,15,33,-,2,6,13
S00133627,81,18,37,-,4,9,13
S00133628,89,27,47,-,4,7,4
S00133629,58,12,36,-,6,-,4
S00133630,96,44,29,-,7,12,4
S00133631,127,31,83,-,6,6,1
S00133632,142,29,94,-,6,10,3
S00133633,54,10,36,-,1,2,5
S00133634,100,29,61,-,1,3,6
S00133635,"1,879","1,821",47,1,1,6,3
S00133636,125,47,50,-,7,13,8
S00133637,70,16,46,-,3,5,-
S00133638,52,15,30,-,2,4,1
S00133639,55,18,28,-,1,5,3
S00133640,85,19,58,-,1,6,1
S00133641,164,37,80,-,2,9,36
S00133642,92,32,46,-,1,7,6
S00133643,57,18,23,-,1,9,6
S00133644,129,46,53,1,5,18,6
S00133645,107,31,63,-,5,2,6
S00133646,80,15,50,2,1,8,4
S00133647,53,11,28,-,1,8,5
S00133648,61,8,48,-,-,2,3
S00133649,69,15,45,-,-,7,2
S00133650,82,23,48,-,4,4,3
S00133651,59,10,42,-,-,5,2
S00133652,83,17,44,-,2,9,11
S00133653,118,23,73,-,4,6,12
S00133654,83,17,48,-,4,8,6
S00133655,72,18,42,-,5,7,-
S00133656,77,20,47,-,4,1,5
S00133657,51,12,33,-,1,5,-
S00133658,82,20,56,-,2,3,1
S00133659,88,30,39,-,2,3,14
S00133660,145,25,106,-,5,4,5
S00133661,60,12,44,-,1,2,1
S00133662,89,20,62,-,1,5,1
S00133663,133,16,98,-,2,15,2
S00133664,47,12,26,-,1,3,5
S00133665,63,9,44,-,3,6,1
S00133666,86,24,48,-,3,6,5
S00133667,93,28,48,-,4,6,7
S00133668,140,36,74,2,3,14,11
S00133669,317,196,98,1,5,10,7
S00133670,51,13,28,-,4,4,2
S00133671,63,11,46,-,-,4,2
S00133672,132,18,99,-,3,5,7
S00133673,79,13,60,-,-,3,3
S00133674,66,14,43,-,-,5,4
S00133675,63,9,50,-,-,4,-
S00133676,138,26,100,-,-,6,6
S00133677,167,36,121,-,1,6,3
S00133678,51,14,24,2,-,5,6
S00133679,67,14,43,-,4,3,3
S00133680,91,24,60,-,1,3,3
S00133681,86,23,43,-,6,8,6
S00133682,79,27,46,-,1,5,-
S00133683,50,18,22,-,3,2,5
S00133684,35,16,9,-,2,4,4
S00133685,98,16,54,-,2,9,17
S00133686,105,33,43,-,6,9,14
S00133687,91,32,48,-,1,1,9
S00133688,121,38,58,-,4,15,6
S00133689,103,39,46,-,1,6,11
S00133690,110,37,56,-,4,7,6
S00133691,71,32,22,-,3,8,6
S00133692,131,56,54,-,9,8,4
S00133693,89,20,53,-,4,6,6
S00133694,125,55,41,-,8,13,8
S00133695,97,43,31,-,6,6,11
S00133696,92,22,46,-,3,11,10
S00133697,84,23,30,-,2,9,20
S00133698,59,22,20,-,2,12,3
S00133699,98,32,41,-,5,13,7
S00133700,84,26,39,-,3,6,10
S00133701,79,22,34,-,2,6,15
S00133702,82,19,49,-,4,4,6
S00133703,83,28,32,2,-,11,10
S00133704,88,35,38,-,4,7,4
S00133705,133,51,51,-,8,11,12
S00133706,102,36,35,-,8,10,13
S00133707,105,38,40,-,5,8,14
S00133708,104,40,50,-,2,8,4
S00133709,114,24,28,2,9,12,39
S00133710,55,26,8,-,5,14,2
S00133711,103,51,28,-,2,11,11
S00133712,82,39,22,-,4,11,6
S00133713,141,45,74,-,2,11,9
S00133714,85,36,26,-,2,16,5
S00133715,97,25,50,-,6,7,9
S00133716,86,32,41,-,3,4,6
S00133717,91,29,36,-,8,12,6
S00133718,44,13,24,-,-,5,2
S00133719,57,25,20,-,4,4,4
S00133720,126,38,73,-,2,8,5
S00133721,109,47,36,-,4,13,9
S00133722,113,43,44,-,3,15,8
S00133723,108,44,49,-,3,6,6
S00133724,137,50,52,-,13,15,7
S00133725,134,50,61,-,3,8,12
S00133726,590,426,95,5,15,43,6
S00133727,121,32,68,-,-,10,11
S00133728,142,45,86,-,1,4,6
S00133729,121,33,66,-,1,6,15
S00133730,132,41,61,-,6,16,8
S00133731,61,20,28,-,2,6,5
S00133732,96,32,48,-,1,3,12
S00133733,94,37,42,-,3,7,5
S00133734,70,41,12,-,4,10,3
S00133735,97,45,30,-,5,10,7
S00133736,97,36,42,-,5,9,5
S00133737,67,16,42,-,-,7,2
S00133738,92,13,66,-,2,6,5
S00133739,119,43,43,-,5,10,18
S00133740,126,45,58,-,3,14,6
S00133741,100,37,42,-,2,10,9
S00133742,110,36,47,-,8,8,11
S00133743,121,37,71,-,2,5,6
S00133744,57,31,13,-,2,5,6
S00133745,75,10,49,-,3,6,7
S00133746,124,48,46,-,9,8,13
S00133747,74,14,48,-,2,3,7
S00133748,112,26,67,-,5,5,9
S00133749,137,34,85,-,8,6,4
S00133750,53,25,7,-,4,10,7
S00133751,128,28,86,-,3,7,4
S00133752,112,36,60,-,3,5,8
S00133753,102,33,53,-,3,7,6
S00133754,65,35,8,-,4,9,9
S00133755,79,19,46,-,3,6,5
S00133756,114,37,57,-,3,8,9
S00133757,118,33,72,-,4,5,4
S00133758,126,35,76,-,3,6,6
S00133759,130,29,97,-,-,1,3
S00133760,138,42,79,-,6,6,5
S00133761,54,40,-,-,3,11,-
S00133762,59,35,10,-,4,8,2
S00133763,76,19,32,-,5,10,10
S00133764,126,49,42,-,2,20,13
S00133765,122,47,42,-,5,15,13
S00133766,103,19,57,-,-,13,14
S00133767,111,13,65,-,1,2,30
S00133768,106,55,27,-,4,17,3
S00133769,76,15,36,-,7,12,6
S00133770,102,38,21,-,7,9,27
S00133771,92,28,44,-,3,4,13
S00133772,82,9,52,-,2,10,9
S00133773,96,39,30,-,2,7,18
S00133774,126,33,61,-,6,13,13
S00133775,104,40,44,-,1,12,7
S00133776,80,15,48,-,6,7,4
S00133777,83,40,20,-,3,13,7
S00133778,132,42,64,-,5,13,8
S00133779,55,25,17,-,1,8,4
S00133780,80,15,55,-,3,1,6
S00133781,99,28,49,-,1,17,4
S00133782,130,38,77,-,3,8,4
S00133783,106,18,79,-,4,3,2
S00133784,123,33,81,-,4,5,-
S00133785,69,16,40,-,3,6,4
S00133786,66,14,44,-,2,5,1
S00133787,87,32,41,-,6,5,3
S00133788,74,28,25,-,1,12,8
S00133789,67,23,25,-,5,8,6
S00133790,89,26,40,-,5,11,7
S00133791,74,20,38,-,4,6,6
S00133792,67,23,28,-,3,6,7
S00133793,90,23,39,-,3,14,11
S00133794,72,49,8,-,4,8,3
S00133795,61,19,25,-,4,6,7
S00133796,105,27,60,-,2,8,8
S00133797,115,39,48,-,3,14,11
S00133798,110,55,35,-,2,14,4
S00133799,120,30,65,-,1,12,12
S00133800,93,32,43,-,4,7,7
S00133801,54,24,20,-,2,6,2
S00133802,79,29,32,-,5,9,4
S00133803,81,37,25,1,4,13,1
S00133804,55,32,14,-,-,6,3
S00133805,81,34,32,1,2,8,4
S00133806,110,41,38,-,6,17,8
S00133807,95,28,40,-,2,11,14
S00133808,80,23,34,-,4,11,8
S00133809,86,20,51,-,2,5,8
S00133810,87,28,38,-,2,10,9
S00133811,90,33,42,-,3,3,9
S00133812,90,25,51,-,2,7,5
S00133813,58,22,18,-,2,8,8
S00133814,64,20,26,-,4,7,7
S00133815,93,43,23,-,4,11,12
S00133816,111,36,26,-,6,19,24
S00133817,131,62,32,-,11,17,9
S00133818,101,48,22,2,6,12,11
S00133819,114,43,40,-,3,11,17
S00133820,139,53,53,-,8,16,9
S00133821,51,16,21,-,3,6,5
S00133822,69,15,22,-,4,19,9
S00133823,76,19,34,-,6,11,6
S00133824,85,19,58,-,1,4,3
S00133825,115,49,35,-,3,15,13
S00133826,63,18,26,-,3,10,6
S00133827,85,24,40,-,2,8,11
S00133828,77,18,38,-,3,4,14
S00133829,89,23,44,-,1,10,11
S00133830,98,37,30,-,7,9,15
S00133831,105,23,55,-,3,8,16
S00133832,102,41,44,-,5,8,4
S00133833,112,49,39,-,6,11,7
S00133834,93,31,46,-,4,8,4
S00133835,72,24,26,-,3,14,5
S00133836,120,41,56,-,2,9,12
S00133837,83,21,41,-,2,10,9
S00133838,79,27,34,-,4,7,7
S00133839,86,35,32,-,5,9,5
S00133840,126,54,48,-,9,9,6
S00133841,122,43,52,-,6,10,11
S00133842,133,36,70,-,5,11,11
S00133843,126,37,57,-,12,10,10
S00133844,93,36,40,-,1,11,5
S00133845,70,23,34,-,6,4,3
S00133846,117,36,52,-,3,9,17
S00133847,116,35,55,2,4,12,8
S00133848,94,31,42,-,1,4,16
S00133849,121,30,72,-,7,6,6
S00133850,93,44,41,-,2,3,3
S00133851,111,33,48,-,6,8,16
S00133852,81,30,37,-,2,4,8
S00133853,74,21,34,1,2,5,11
S00133854,121,38,57,-,3,6,17
S00133855,88,31,40,-,3,7,7
S00133856,91,29,43,-,1,9,9
S00133857,84,31,36,-,3,4,10
S00133858,99,24,63,-,2,6,4
S00133859,116,42,53,-,4,12,5
S00133860,103,34,48,-,2,15,4
S00133861,55,8,42,-,1,1,3
S00133862,91,27,50,-,3,8,3
S00133863,108,29,70,-,2,5,2
S00133864,83,40,26,-,3,9,5
S00133865,94,35,40,-,5,13,1
S00133866,105,25,52,-,4,19,5
S00133867,115,49,52,-,3,9,2
S00133868,88,28,56,-,1,3,-
S00133869,104,37,46,-,7,6,8
S00133870,109,41,50,-,4,9,5
S00133871,62,24,22,-,4,10,2
S00133872,90,19,66,-,1,4,-
S00133873,130,38,78,-,1,6,7
