oa_zones,All people aged 16 and over: Total,All people aged 16 and over: No qualifications,All people aged 16 and over: Level 1,All people aged 16 and over: Level 2,All people aged 16 and over: Level 3,All people aged 16 and over: Level 4 and above
S00128475,45,8,5,6,4,22
S00128476,126,32,23,19,7,45
S00128477,104,23,28,20,14,19
S00128478,57,12,3,10,4,28
S00128479,63,6,4,7,6,40
S00128480,127,10,29,27,15,46
S00128481,79,29,19,6,3,22
S00128482,73,12,12,13,7,29
S00128483,79,12,12,18,10,27
S00128484,53,7,8,15,7,16
S00128485,49,2,18,8,8,13
S00128486,98,20,17,26,12,23
S00128487,127,37,32,24,14,20
S00128488,153,26,49,24,24,30
S00128489,102,34,27,17,6,18
S00128490,88,34,18,14,10,12
S00128491,111,21,21,20,16,33
S00128492,47,9,8,6,1,23
S00128493,68,10,5,10,8,35
S00128494,75,22,13,13,8,19
S00128495,109,18,9,21,16,45
S00128496,126,43,35,12,14,22
S00128497,101,8,19,21,10,43
S00128498,144,17,52,19,24,32
S00128499,124,50,34,16,11,13
S00128500,96,24,27,15,8,22
S00128501,79,51,12,5,4,7
S00128502,133,61,24,18,12,18
S00128503,85,31,26,15,5,8
S00128504,69,21,20,12,8,8
S00128505,44,10,16,3,6,9
S00128506,76,25,17,10,7,17
S00128507,51,21,18,5,4,3
S00128508,58,20,12,9,7,10
S00128509,79,31,21,11,9,7
S00128510,129,62,33,14,11,9
S00128511,69,9,10,11,7,32
S00128512,64,22,11,13,6,12
S00128513,100,9,15,20,8,48
S00128514,67,21,10,8,6,22
S00128515,107,10,12,11,9,65
S00128516,96,21,28,12,17,18
S00128517,52,27,12,10,2,1
S00128518,46,20,13,2,3,8
S00128519,90,52,20,10,3,5
S00128520,76,37,11,5,8,15
S00128521,101,47,29,9,5,11
S00128522,59,35,8,6,7,3
S00128523,50,18,15,6,3,8
S00128524,104,56,23,14,4,7
S00128525,65,25,13,9,5,13
S00128526,53,19,13,8,4,9
S00128527,82,31,24,6,13,8
S00128528,81,32,22,4,10,13
S00128529,261,42,51,26,19,123
S00128530,131,25,20,20,14,52
S00128531,76,27,12,13,6,18
S00128532,60,14,11,8,11,16
S00128533,124,22,29,28,19,26
S00128534,83,19,16,10,9,29
S00128535,47,21,9,5,5,7
S00128536,74,15,15,11,5,28
S00128537,164,32,31,27,11,63
S00128538,99,22,17,12,9,39
S00128539,142,37,33,20,17,35
S00128540,101,46,30,5,8,12
S00128541,300,150,37,34,21,58
S00128542,56,43,5,3,1,4
S00128543,147,30,20,18,22,57
S00128544,107,25,28,16,3,35
S00128545,48,4,12,9,7,16
S00128546,58,13,10,8,14,13
S00128547,43,15,10,4,8,6
S00128548,94,21,23,12,15,23
S00128549,100,22,24,16,17,21
S00128550,70,22,14,9,7,18
S00128551,77,13,11,13,9,31
S00128552,75,17,17,7,8,26
S00128553,90,55,18,7,2,8
S00128554,132,19,19,25,12,57
S00128555,74,27,22,5,7,13
S00128556,87,21,35,8,9,14
S00128557,68,27,24,6,8,3
S00128558,55,17,16,4,4,14
S00128559,85,35,21,9,9,11
S00128560,63,6,9,6,9,33
S00128561,65,7,16,11,11,20
S00128562,83,10,22,20,8,23
S00128563,113,21,35,21,17,19
S00128564,98,13,19,13,8,45
S00128565,126,16,35,20,13,42
S00128566,64,23,19,9,7,6
S00128567,55,17,17,5,7,9
S00128568,65,16,21,9,9,10
S00128569,41,7,16,5,5,8
S00128570,60,19,16,6,10,9
S00128571,90,38,28,8,5,11
S00128572,99,54,26,4,10,5
S00128573,72,10,10,14,9,29
S00128574,68,18,27,6,11,6
S00128575,53,38,9,1,3,2
S00128576,121,21,17,21,13,49
S00128577,75,50,13,2,9,1
S00128578,77,50,16,5,4,2
S00128579,56,22,20,4,5,5
S00128580,64,29,20,6,5,4
S00128581,60,39,15,2,2,2
S00128582,142,23,20,20,15,64
S00128583,80,26,22,7,8,17
S00128584,78,35,16,8,10,9
S00128585,82,26,23,9,10,14
S00128586,117,50,27,12,14,14
S00128587,112,34,38,12,10,18
S00128588,72,9,27,10,11,15
S00128589,53,21,14,1,4,13
S00128590,55,25,17,2,3,8
S00128591,61,30,11,1,9,10
S00128592,66,30,12,3,10,11
S00128593,57,20,18,4,4,11
S00128594,81,39,14,6,13,9
S00128595,59,40,8,5,1,5
S00128596,55,39,5,5,1,5
S00128597,55,44,7,1,0,3
S00128598,53,35,9,3,0,6
S00128599,64,10,19,17,9,9
S00128600,103,13,34,20,15,21
S00128601,82,34,19,9,5,15
S00128602,53,29,10,5,2,7
S00128603,66,23,17,6,12,8
S00128604,56,20,17,7,4,8
S00128605,67,25,16,12,7,7
S00128606,56,28,12,5,6,5
S00128607,88,35,19,10,12,12
S00128608,62,12,13,13,5,19
S00128609,102,12,29,14,13,34
S00128610,98,44,31,4,10,9
S00128611,58,25,17,7,5,4
S00128612,45,16,17,3,3,6
S00128613,92,37,22,11,8,14
S00128614,53,24,8,8,7,6
S00128615,80,18,15,18,7,22
S00128616,97,22,34,15,10,16
S00128617,111,17,35,22,11,26
S00128618,63,12,12,14,8,17
S00128619,49,23,10,5,5,6
S00128620,78,51,10,5,6,6
S00128621,135,25,25,28,18,39
S00128622,92,28,20,15,7,22
S00128623,92,12,31,17,10,22
S00128624,81,31,27,7,7,9
S00128625,101,33,27,10,13,18
S00128626,111,20,16,21,18,36
S00128627,73,11,13,9,13,27
S00128628,135,19,29,26,25,36
S00128629,107,27,25,24,11,20
S00128630,69,17,18,6,9,19
S00128631,64,27,21,6,3,7
S00128632,91,38,19,17,8,9
S00128633,135,14,36,28,22,35
S00128634,96,13,29,15,18,21
S00128635,135,65,23,16,10,21
S00128636,170,94,22,15,16,23
S00128637,112,11,21,26,13,41
S00128638,108,20,16,20,13,39
S00128639,109,3,20,17,18,51
S00128640,86,14,13,5,6,48
S00128641,99,11,15,14,12,47
S00128642,95,15,14,17,7,42
S00128643,99,15,10,15,17,42
S00128644,56,7,5,9,10,25
S00128645,78,11,21,10,5,31
S00128646,94,15,16,7,14,42
S00128647,64,6,13,14,11,20
S00128648,87,17,12,20,16,22
S00128649,69,36,9,11,6,7
S00128650,92,42,22,6,7,15
S00128651,76,10,14,11,10,31
S00128652,99,23,25,4,11,36
S00128653,100,15,15,11,9,50
S00128654,123,14,17,21,12,59
S00128655,130,16,27,22,17,48
S00128656,63,7,13,17,5,21
S00128657,115,9,21,29,16,40
S00128658,124,18,22,21,10,53
S00128659,129,18,25,14,19,53
S00128660,95,13,18,19,19,26
S00128661,90,15,18,19,19,19
S00128662,74,26,15,8,5,20
S00128663,95,11,25,14,11,34
S00128664,128,15,34,32,18,29
S00128665,68,13,12,10,6,27
S00128666,108,14,29,18,10,37
S00128667,100,30,22,15,13,20
S00128668,126,31,30,22,13,30
S00128669,74,20,24,19,4,7
S00128670,103,33,28,13,11,18
S00128671,76,30,26,8,2,10
S00128672,57,25,14,5,7,6
S00128673,53,10,10,8,11,14
S00128674,51,40,8,1,1,1
S00128675,138,19,32,24,23,40
S00128676,135,14,50,28,16,27
S00128677,103,39,38,11,6,9
S00128678,56,16,16,11,4,9
S00128679,110,49,30,14,6,11
S00128680,144,49,42,15,17,21
S00128681,41,12,10,4,6,9
S00128682,43,15,11,9,3,5
S00128683,103,31,28,17,14,13
S00128684,68,26,22,13,3,4
S00128685,92,19,24,12,20,17
S00128686,100,19,39,16,11,15
S00128687,70,37,16,6,3,8
S00128688,93,53,15,10,8,7
S00128689,40,25,6,4,3,2
S00128690,82,33,27,6,6,10
S00128691,60,28,9,5,13,5
S00128692,93,45,20,7,8,13
S00128693,98,46,34,9,4,5
S00128694,64,20,18,9,9,8
S00128695,43,8,19,6,5,5
S00128696,53,12,14,8,5,14
S00128697,84,20,34,9,9,12
S00128698,98,19,26,20,9,24
S00128699,75,27,27,13,4,4
S00128700,53,12,14,6,3,18
S00128701,51,16,15,7,5,8
S00128702,105,41,26,11,12,15
S00128703,86,23,25,8,11,19
S00128704,85,5,16,10,8,46
S00128705,70,10,6,14,10,30
S00128706,98,9,19,22,15,33
S00128707,99,12,27,25,9,26
S00128708,84,11,21,12,9,31
S00128709,221,30,50,32,31,78
S00128710,68,16,17,4,14,17
S00128711,81,14,23,14,8,22
S00128712,73,7,26,14,9,17
S00128713,68,27,18,12,3,8
S00128714,52,2,11,10,6,23
S00128715,117,7,12,18,13,67
S00128716,57,3,8,11,6,29
S00128717,49,16,8,5,3,17
S00128718,86,23,13,15,12,23
S00128719,58,10,14,5,7,22
S00128720,99,16,17,19,16,31
S00128721,107,24,19,16,16,32
S00128722,110,50,19,11,7,23
S00128723,99,17,17,21,17,27
S00128724,56,9,6,11,5,25
S00128725,65,2,11,14,9,29
S00128726,64,18,9,8,4,25
S00128727,56,15,10,9,5,17
S00128728,74,12,10,12,13,27
S00128729,157,18,27,26,26,60
S00128730,97,30,14,15,9,29
S00128731,105,11,14,23,11,46
S00128732,92,36,19,8,6,23
S00128733,51,26,7,3,3,12
S00128734,59,33,13,6,2,5
S00128735,103,16,17,20,14,36
S00128736,65,7,16,11,5,26
S00128737,112,8,28,20,8,48
S00128738,127,16,34,23,25,29
S00128739,165,35,35,39,16,40
S00128740,174,21,32,32,15,74
S00128741,139,14,23,31,14,57
S00128742,93,12,20,12,18,31
S00128743,59,6,13,8,6,26
S00128744,109,34,9,21,16,29
S00128745,123,20,23,26,9,45
S00128746,86,33,16,9,2,26
S00128747,55,6,15,12,7,15
S00128748,65,15,15,6,8,21
S00128749,55,36,12,5,1,1
S00128750,74,51,12,6,2,3
S00128751,82,16,19,16,11,20
S00128752,49,7,8,6,8,20
S00128753,77,16,11,17,7,26
S00128754,151,20,41,26,25,39
S00128755,54,17,14,6,8,9
S00128756,60,21,9,6,5,19
S00128757,176,52,38,26,22,38
S00128758,100,31,16,15,8,30
S00128759,104,32,10,14,12,36
S00128760,80,9,21,14,7,29
S00128761,66,11,7,11,14,23
S00128762,151,11,41,37,16,46
S00128763,72,3,14,20,10,25
S00128764,182,12,44,36,38,52
S00128765,133,18,31,26,15,43
S00128766,130,17,37,25,18,33
S00128767,138,17,31,33,15,42
S00128768,62,7,15,14,6,20
S00128769,46,5,9,10,6,16
S00128770,77,10,24,17,7,19
S00128771,71,12,12,21,10,16
S00128772,72,35,23,5,4,5
S00128773,128,50,27,17,14,20
S00128774,127,11,24,25,17,50
S00128775,91,6,23,14,12,36
S00128776,85,19,25,19,11,11
S00128777,95,21,20,16,19,19
S00128778,111,22,30,20,13,26
S00128779,67,7,17,17,9,17
S00128780,55,6,11,8,10,20
S00128781,131,43,25,21,17,25
S00128782,160,13,41,32,18,56
S00128783,114,20,27,22,15,30
S00128784,84,6,18,19,9,32
S00128785,145,17,14,28,19,67
S00128786,87,7,11,19,13,37
S00128787,133,33,37,17,20,26
S00128788,124,18,29,29,12,36
S00128789,131,18,32,25,12,44
S00128790,88,3,25,12,12,36
S00128791,133,19,37,20,24,33
S00128792,66,8,9,14,8,27
S00128793,38,13,15,4,6,0
S00128794,69,25,31,5,5,3
S00128795,45,15,19,3,2,6
S00128796,62,19,21,11,7,4
S00128797,55,22,15,7,5,6
S00128798,87,14,30,11,13,19
S00128799,124,33,29,17,21,24
S00128800,99,21,28,19,12,19
S00128801,105,26,30,12,15,22
S00128802,97,52,23,10,10,2
S00128803,82,41,21,10,9,1
S00128804,123,62,31,14,8,8
S00128805,45,23,8,4,2,8
S00128806,88,37,26,8,8,9
S00128807,71,32,26,6,4,3
S00128808,90,25,31,6,12,16
S00128809,69,26,26,9,5,3
S00128810,107,50,42,2,10,3
S00128811,88,33,24,7,7,17
S00128812,121,40,37,13,9,22
S00128813,59,13,16,12,8,10
S00128814,79,10,17,11,16,25
S00128815,65,36,13,3,10,3
S00128816,80,29,18,10,8,15
S00128817,75,20,14,10,15,16
S00128818,118,18,43,23,11,23
S00128819,109,14,26,28,15,26
S00128820,78,15,22,17,10,14
S00128821,115,27,30,23,15,20
S00128822,96,44,23,7,9,13
S00128823,59,27,15,7,5,5
S00128824,227,60,46,33,27,61
S00128825,127,19,30,23,19,36
S00128826,55,12,11,16,6,10
S00128827,82,14,16,15,9,28
S00128828,73,28,20,9,8,8
S00128829,88,21,27,9,10,21
S00128830,60,20,19,2,11,8
S00128831,93,30,22,10,12,19
S00128832,59,26,18,5,2,8
S00128833,92,27,30,12,11,12
S00128834,61,25,20,8,5,3
S00128835,81,23,25,14,7,12
S00128836,113,36,27,12,11,27
S00128837,144,28,41,26,19,30
S00128838,95,16,28,20,12,19
S00128839,102,8,24,19,15,36
S00128840,88,6,14,24,15,29
S00128841,154,20,35,29,22,48
S00128842,88,22,26,4,12,24
S00128843,114,34,23,24,12,21
S00128844,77,12,17,16,14,18
S00128845,69,15,9,9,11,25
S00128846,100,28,22,15,17,18
S00128847,70,31,22,4,6,7
S00128848,90,42,25,9,8,6
S00128849,94,37,20,12,11,14
S00128850,126,19,26,25,22,34
S00128851,125,11,31,40,15,28
S00128852,125,14,33,29,14,35
S00128853,81,12,15,19,13,22
S00128854,135,18,38,21,19,39
S00128855,151,17,43,29,23,39
S00128856,61,5,20,7,9,20
S00128857,72,23,22,4,14,9
S00128858,42,15,10,8,5,4
S00128859,70,20,21,10,12,7
S00128860,113,45,29,11,17,11
S00128861,86,29,18,14,17,8
S00128862,60,31,13,6,3,7
S00128863,186,13,58,36,15,64
S00128864,78,21,17,14,7,19
S00128865,110,17,30,26,12,25
S00128866,66,28,20,10,7,1
S00128867,49,5,9,10,9,16
S00128868,164,24,47,31,24,38
S00128869,78,9,20,15,15,19
S00128870,60,29,9,7,8,7
S00128871,63,29,10,4,8,12
S00128872,67,17,15,11,14,10
S00128873,115,31,35,17,13,19
S00128874,63,15,11,12,10,15
S00128875,94,42,17,12,10,13
S00128876,55,30,10,7,4,4
S00128877,83,30,22,13,6,12
S00128878,64,11,10,10,9,24
S00128879,76,25,17,11,8,15
S00128880,65,18,12,9,7,19
S00128881,152,9,22,26,20,75
S00128882,62,10,8,14,8,22
S00128883,96,15,17,22,10,32
S00128884,173,12,26,26,15,94
S00128885,118,13,21,20,8,56
S00128886,146,14,30,28,20,54
S00128887,50,1,7,11,9,22
S00128888,45,7,10,10,4,14
S00128889,93,28,17,15,8,25
S00128890,85,11,14,21,20,19
S00128891,117,14,26,27,14,36
S00128892,53,13,14,9,11,6
S00128893,98,41,24,10,12,11
S00128894,67,22,9,14,13,9
S00128895,86,24,24,10,8,20
S00128896,66,7,17,10,5,27
S00128897,232,17,52,56,37,70
S00128898,112,9,34,27,15,27
S00128899,88,0,20,27,11,30
S00128900,140,16,37,29,17,41
S00128901,82,10,14,20,13,25
S00128902,127,17,32,23,18,37
S00128903,97,8,26,22,14,27
S00128904,121,11,25,27,17,41
S00128905,82,8,24,13,9,28
S00128906,120,25,38,20,11,26
S00128907,81,9,24,6,13,29
S00128908,120,20,29,23,17,31
S00128909,43,8,7,7,6,15
S00128910,128,13,32,24,19,40
S00128911,49,14,13,3,10,9
S00128912,85,11,17,16,16,25
S00128913,78,13,14,12,14,25
S00128914,101,37,24,14,5,21
S00128915,92,27,26,18,10,11
S00128916,82,24,22,10,12,14
S00128917,95,27,35,11,13,9
S00128918,124,6,15,19,12,72
S00128919,94,4,17,25,12,36
S00128920,149,11,23,26,23,66
S00128921,106,5,21,19,9,52
S00128922,78,27,21,10,10,10
S00128923,122,12,35,20,17,38
S00128924,86,20,19,11,8,28
S00128925,123,10,30,22,15,46
S00128926,149,16,33,33,20,47
S00128927,81,6,32,10,12,21
S00128928,154,49,25,21,17,42
S00128929,76,30,11,7,5,23
S00128930,118,39,25,23,11,20
S00128931,80,11,26,17,10,16
S00128932,141,13,43,35,10,40
S00128933,74,15,23,10,6,20
S00128934,135,19,31,24,21,40
S00128935,64,7,15,14,3,25
S00128936,128,21,38,24,20,25
S00128937,89,21,36,9,12,11
S00128938,87,43,18,9,10,7
S00128939,119,25,42,19,13,20
S00128940,97,25,31,18,10,13
S00128941,73,37,13,6,6,11
S00128942,109,16,37,19,12,25
S00128943,132,17,30,27,10,48
S00128944,71,19,25,12,7,8
S00128945,75,22,12,6,4,31
S00128946,53,5,12,2,6,28
S00128947,146,35,33,19,13,46
S00128948,88,15,27,12,8,26
S00128949,129,23,30,17,14,45
S00128950,137,35,19,15,10,58
S00128951,145,41,33,18,9,44
S00128952,93,20,33,11,8,21
S00128953,144,35,40,12,13,44
S00128954,78,17,23,15,11,12
S00128955,86,20,10,14,3,39
S00128956,49,18,15,6,2,8
S00128957,143,16,31,20,12,64
S00128958,59,16,19,11,6,7
S00128959,120,25,38,21,8,28
S00128960,82,16,19,8,13,26
S00128961,67,7,16,13,8,23
S00128962,193,20,58,36,21,58
S00128963,71,21,23,8,5,14
S00128964,65,12,14,10,7,22
S00128965,109,27,28,14,4,36
S00128966,100,26,30,20,7,17
S00128967,69,34,16,5,4,10
S00128968,142,20,41,22,12,47
S00128969,121,24,21,11,16,49
S00128970,102,8,21,20,9,44
S00128971,134,23,48,22,13,28
S00128972,114,21,34,12,13,34
S00128973,84,11,22,13,5,33
S00128974,120,21,30,23,15,31
S00128975,113,15,22,21,9,46
S00128976,83,33,21,6,6,17
S00128977,68,18,10,10,2,28
S00128978,83,26,24,11,9,13
S00128979,91,19,20,21,11,20
S00128980,69,9,18,14,7,21
S00128981,66,20,14,13,7,12
S00128982,123,30,40,18,7,28
S00128983,78,17,21,13,8,19
S00128984,74,15,16,12,5,26
S00128985,108,30,32,15,10,21
S00128986,61,4,20,9,11,17
S00128987,100,17,34,22,10,17
S00128988,53,15,19,7,1,11
S00128989,126,27,37,20,14,28
S00128990,96,16,26,12,10,32
S00128991,127,24,35,25,7,36
S00128992,134,40,33,19,6,36
S00128993,86,21,19,18,9,19
S00128994,55,17,13,11,5,9
S00128995,122,50,29,10,13,20
S00128996,143,45,28,13,18,39
S00128997,45,8,21,9,2,5
S00128998,135,32,43,27,8,25
S00128999,96,28,22,17,15,14
S00129000,85,18,23,15,11,18
S00129001,56,16,8,5,11,16
S00129002,51,14,12,14,1,10
S00129003,118,43,25,13,10,27
S00129004,176,53,44,20,13,46
S00129005,142,47,38,18,15,24
S00129006,52,18,16,6,5,7
S00129007,139,42,42,10,9,36
S00129008,110,42,24,11,4,29
S00129009,123,35,36,12,10,30
S00129010,67,17,21,5,5,19
S00129011,90,20,28,14,5,23
S00129012,95,32,23,11,6,23
S00129013,156,39,42,14,8,53
S00129014,53,14,7,7,5,20
S00129015,76,21,16,8,8,23
S00129016,102,20,33,15,6,28
S00129017,71,23,16,6,5,21
S00129018,77,21,24,7,4,21
S00129019,56,21,13,9,3,10
S00129020,95,18,38,18,7,14
S00129021,54,12,11,9,9,13
S00129022,85,20,23,11,7,24
S00129023,111,22,31,20,5,33
S00129024,95,18,32,12,8,25
S00129025,84,19,16,16,10,23
S00129026,125,38,22,20,11,34
S00129027,80,20,19,11,10,20
S00129028,93,28,34,7,7,17
S00129029,71,22,20,10,8,11
S00129030,133,27,23,13,20,50
S00129031,78,19,18,15,6,20
S00129032,50,19,9,7,8,7
S00129033,104,20,31,19,17,17
S00129034,133,30,31,28,9,35
S00129035,62,9,16,12,5,20
S00129036,144,30,34,19,9,52
S00129037,90,19,32,11,6,22
S00129038,72,17,30,9,9,7
S00129039,80,21,37,12,5,5
S00129040,86,22,37,9,9,9
S00129041,131,41,25,17,11,37
S00129042,70,27,16,7,6,14
S00129043,124,28,28,18,15,35
S00129044,100,28,28,15,6,23
S00129045,158,45,25,15,17,56
S00129046,98,22,21,14,8,33
S00129047,72,23,19,10,4,16
S00129048,80,21,27,13,4,15
S00129049,79,27,20,6,2,24
S00129050,66,12,18,7,8,21
S00129051,86,18,22,14,11,21
S00129052,113,19,28,21,8,37
S00129053,59,17,11,8,8,15
S00129054,62,12,13,10,3,24
S00129055,75,23,20,10,5,17
S00129056,59,7,20,6,7,19
S00129057,60,12,18,10,2,18
S00129058,86,10,18,21,9,28
S00129059,52,8,6,12,4,22
S00129060,70,7,28,10,7,18
S00129061,73,24,22,12,7,8
S00129062,172,41,42,24,14,51
S00129063,106,23,24,13,11,35
S00129064,60,20,9,9,7,15
S00129065,63,22,19,2,9,11
S00129066,86,19,20,9,8,30
S00129067,98,33,22,17,5,21
S00129068,71,25,17,6,14,9
S00129069,108,34,31,15,8,20
S00129070,137,43,39,28,8,19
S00129071,76,24,22,9,5,16
S00129072,84,21,23,13,7,20
S00129073,103,39,24,12,10,18
S00129074,59,16,15,12,3,13
S00129075,128,16,43,23,9,37
S00129076,85,19,25,21,5,15
S00129077,37,10,10,6,3,8
S00129078,123,29,24,16,13,41
S00129079,77,20,18,11,6,22
S00129080,53,9,13,12,7,12
S00129081,61,15,15,14,4,13
S00129082,57,9,18,7,7,16
S00129083,63,9,29,6,7,12
S00129084,69,13,25,11,6,14
S00129085,111,16,16,22,12,45
S00129086,66,16,30,7,4,9
S00129087,85,13,24,20,6,22
S00129088,63,17,21,12,2,11
S00129089,114,17,24,20,11,42
S00129090,119,33,26,21,5,34
S00129091,133,31,32,21,9,40
S00129092,49,12,14,6,3,14
S00129093,48,11,12,10,5,10
S00129094,65,28,16,2,3,16
S00129095,71,23,25,6,5,12
S00129096,121,34,21,16,9,41
S00129097,51,10,19,9,6,7
S00129098,52,5,10,8,8,21
S00129099,77,4,14,11,7,41
S00129100,157,21,38,29,20,49
S00129101,99,18,22,17,8,34
S00129102,71,12,18,11,7,23
S00129103,125,21,30,13,9,52
S00129104,135,14,55,29,13,24
S00129105,74,13,6,7,9,39
S00129106,49,4,13,8,8,16
S00129107,188,43,43,29,18,55
S00129108,50,3,11,7,5,24
S00129109,119,29,32,25,10,23
S00129110,45,10,15,4,6,10
S00129111,145,29,37,11,12,56
S00129112,83,19,28,14,8,14
S00129113,154,35,42,23,14,40
S00129114,115,17,34,21,12,31
S00129115,92,16,22,16,10,28
S00129116,98,26,35,20,2,15
S00129117,51,14,19,6,9,3
S00129118,126,26,39,18,15,28
S00129119,76,7,30,13,5,21
S00129120,64,21,11,13,8,11
S00129121,133,33,38,10,12,40
S00129122,116,21,35,20,11,29
S00129123,80,18,24,11,11,16
S00129124,86,37,18,5,4,22
S00129125,129,49,27,6,18,29
S00129126,45,14,5,9,5,12
S00129127,108,37,28,9,8,26
S00129128,63,19,19,7,7,11
S00129129,96,21,29,11,6,29
S00129130,49,10,17,5,5,12
S00129131,121,31,35,14,11,30
S00129132,99,19,21,21,8,30
S00129133,66,15,19,10,5,17
S00129134,103,45,24,11,3,20
S00129135,116,31,40,19,13,13
S00129136,80,28,19,5,12,16
S00129137,80,28,23,6,7,16
S00129138,72,30,18,9,7,8
S00129139,66,17,21,10,7,11
S00129140,82,18,24,8,13,19
S00129141,231,43,50,27,23,88
S00129142,93,11,15,7,15,45
S00129143,123,80,8,6,6,23
S00129144,100,13,21,17,8,41
S00129145,55,16,14,7,3,15
S00129146,123,22,20,20,18,43
S00129147,125,26,36,16,20,27
S00129148,109,27,22,23,5,32
S00129149,91,11,31,16,13,20
S00129150,49,3,11,12,6,17
S00129151,91,24,25,9,12,21
S00129152,126,37,23,19,18,29
S00129153,151,82,26,14,8,21
S00129154,79,10,31,8,14,16
S00129155,159,76,22,19,15,27
S00129156,85,33,13,14,6,19
S00129157,135,24,28,25,15,43
S00129158,161,35,29,29,13,55
S00129159,98,23,19,14,12,30
S00129160,108,35,20,7,14,32
S00129161,67,15,8,5,4,35
S00129162,79,11,14,16,6,32
S00129163,90,20,22,10,9,29
S00129164,108,23,23,12,14,36
S00129165,67,8,8,8,9,34
S00129166,98,11,14,19,11,43
S00129167,52,13,12,9,7,11
S00129168,52,12,9,8,10,13
S00129169,95,18,24,19,9,25
S00129170,124,11,26,18,22,47
S00129171,53,4,8,10,6,25
S00129172,160,56,17,16,12,59
S00129173,64,21,17,9,5,12
S00129174,155,6,33,26,23,67
S00129175,101,25,17,19,9,31
S00129176,121,28,20,22,13,38
S00129177,78,15,19,12,3,29
S00129178,98,27,26,18,12,15
S00129179,61,17,16,9,3,16
S00129180,71,12,17,13,8,21
S00129181,90,28,15,14,11,22
S00129182,119,29,13,13,14,50
S00129183,43,4,10,10,5,14
S00129184,120,29,30,13,11,37
S00129185,80,35,28,4,6,7
S00129186,94,37,23,10,9,15
S00129187,81,25,15,16,4,21
S00129188,123,21,34,22,10,36
S00129189,72,24,24,8,5,11
S00129190,70,6,26,12,12,14
S00129191,116,31,36,22,6,21
S00129192,60,20,18,12,3,7
S00129193,72,25,24,8,8,7
S00129194,111,17,24,17,19,34
S00129195,59,19,14,4,7,15
S00129196,147,61,23,17,18,28
S00129197,92,27,21,13,7,24
S00129198,71,15,9,6,7,34
S00129199,72,15,19,9,5,24
S00129200,90,23,23,12,13,19
S00129201,82,19,15,10,12,26
S00129202,78,31,18,8,7,14
S00129203,80,30,17,10,8,15
S00129204,145,37,41,20,10,37
S00129205,94,33,21,14,6,20
S00129206,90,28,15,10,10,27
S00129207,52,14,15,5,3,15
S00129208,125,44,36,9,11,25
S00129209,107,44,20,3,14,26
S00129210,104,36,17,10,14,27
S00129211,92,37,18,14,6,17
S00129212,79,33,16,8,7,15
S00129213,112,35,25,15,8,29
S00129214,75,26,19,15,5,10
S00129215,74,16,10,12,7,29
S00129216,114,79,16,3,6,10
S00129217,83,24,31,6,10,12
S00129218,66,28,18,8,3,9
S00129219,57,26,10,10,7,4
S00129220,90,31,21,12,9,17
S00129221,83,40,19,6,6,12
S00129222,130,47,24,10,16,33
S00129223,127,45,25,15,9,33
S00129224,97,40,16,15,7,19
S00129225,145,46,29,20,18,32
S00129226,78,25,11,9,6,27
S00129227,74,24,17,12,3,18
S00129228,62,22,11,11,5,13
S00129229,60,14,13,7,9,17
S00129230,95,27,25,14,10,19
S00129231,110,28,25,18,10,29
S00129232,78,30,14,7,12,15
S00129233,79,29,13,13,6,18
S00129234,92,27,25,20,12,8
S00129235,122,47,33,18,10,14
S00129236,108,46,37,7,3,15
S00129237,89,31,26,19,3,10
S00129238,104,23,37,13,12,19
S00129239,82,29,27,12,7,7
S00129240,128,49,36,15,13,15
S00129241,128,38,45,21,10,14
S00129242,131,65,42,9,6,9
S00129243,116,52,41,10,3,10
S00129244,66,36,21,3,3,3
S00129245,63,15,30,5,6,7
S00129246,60,23,22,7,5,3
S00129247,89,39,29,9,6,6
S00129248,77,31,23,9,6,8
S00129249,136,47,34,22,8,25
S00129250,100,27,31,17,13,12
S00129251,105,39,32,14,11,9
S00129252,123,49,36,16,9,13
S00129253,111,41,36,17,7,10
